Turn	Rank_First	Rank_Second	Rank_Third
Ses05M_script03_2_M021	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses03F_script01_3_M037	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_2_M034	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script01_3_M035	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script03_2_F009	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script01_1_F040	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_2_F005	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses03F_script02_1_F010	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_script03_1_F017	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses03F_impro08_F027	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro07_F044	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro02_M018	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04F_script02_2_F018	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script01_3_F014	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro05_F016	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script03_1_M027	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses04M_impro02_F026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro07_M004	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses01F_script02_1_M007	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script03_2_M003	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script01_1_M015	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04F_script01_3_F026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script02_2_M036	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_script01_1_F013	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro04_M023	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro04_F016	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_impro02_F022	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_impro03_M003	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses03M_impro06_F000	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses03F_impro04_F021	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04F_script01_1_F025	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script03_2_M045	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro02_F031	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses04F_script02_2_F034	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro05_F025	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script02_1_M018	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04F_impro07_M038	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses05M_impro01_F006	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05M_impro08_F006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro04_M024	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_script03_2_F032	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses03F_script03_2_M017	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro08_F014	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script02_2_M008	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05M_script01_3_M007	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses01F_script01_3_F023	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05M_impro05_M015	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05M_impro04_F010	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script02_1_M013	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script01_1_M023	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_impro03_M011	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses01F_script03_2_F021	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script03_1_M025	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03M_impro06_M005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_script01_1_F048	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script01_3_F010	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_impro05_M002	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_1_M042	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro05b_F023	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro04_M023	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro04_M028	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05M_script01_1b_F033	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script02_2_M005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script01_1_M040	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses03F_impro06_FXX0	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses04F_script01_3_M021	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05M_impro06_M003	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05M_impro05_F016	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro02_M025	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses04F_script03_2_F018	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script01_1_M003	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script01_3_F022	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro02_F018	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05F_impro04_F046	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script01_1_M007	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_impro03_F000	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses01F_impro05_M009	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_script03_2_M001	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05M_impro07_M013	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses04M_impro05_M034	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script03_2_M025	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05M_impro02_F016	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_script02_1_F013	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script01_3_M014	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04M_impro01_M010	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses03F_script01_3_M014	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses04F_impro03_M006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script02_2_M037	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_impro04_F031	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses04F_script01_1_M029	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_2_F041	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script03_2_M006	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_1_M002	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_impro07_M007	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses04F_script03_2_F029	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05F_script02_2_M004	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro06_F005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script02_1_F011	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script02_2_M033	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses05M_impro07_F015	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script02_1_M025	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script01_1_F035	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_impro03_F004	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses02M_script03_1_M003	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04F_impro04_F021	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses04M_impro06_F005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_3_F002	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses05F_script01_3_F005	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05F_impro01_M009	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05F_script03_2_M032	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses04F_script01_1_F031	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script01_3_M001	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05M_script03_1_F010	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_impro07_F029	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro03_M027	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses03F_script01_3_M045	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses01F_impro07_F000	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses01F_impro06_M000	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro07_F053	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02F_impro03_F017	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro07_M029	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_script01_3_M034	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_script01_2_F012	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_script03_2_M041	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
Ses04M_impro02_M028	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04M_impro03_M031	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses01M_script02_2_M039	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses01F_impro04_F018	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_impro03_F023	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses03M_script02_1_M009	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
Ses04M_impro05_M026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_script03_1_F026	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01M_impro03_M012	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_script03_1_M019	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03M_impro05a_F016	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses03F_impro02_F035	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro06_M010	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05F_script03_1_F019	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_impro04_M021	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses05F_impro05_M003	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses05M_impro02_F011	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
Ses05M_script01_2_F003	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
Ses02F_script01_3_M030	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses02M_impro07_F003	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses04F_impro07_F005	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
Ses01F_script01_1_F027	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
