Dia	Utt	Rank_First	Rank_Second	Rank_Third
1276	12	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1276	14	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1276	15	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1276	16	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1276	18	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1276	19	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1276	20	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1277	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1277	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1277	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1277	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1277	9	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1277	10	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1277	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1277	13	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1277	14	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1278	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1278	3	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1278	4	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1278	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1278	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1278	7	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
1278	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1278	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1279	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1279	2	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1279	5	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1279	9	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1279	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1279	14	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1281	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1281	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1281	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1281	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1281	5	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1281	6	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1281	9	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1281	11	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1281	12	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1281	13	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1287	0	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1287	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1287	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1287	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1287	8	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1288	3	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1288	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1288	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1288	6	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1288	7	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1288	8	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1288	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1288	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1289	1	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1289	2	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1289	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1289	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1289	9	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1290	3	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1290	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1290	5	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1290	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1290	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1290	11	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1290	13	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1290	14	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1290	15	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1291	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1291	4	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1291	7	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1291	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1291	9	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1291	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1291	11	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1291	13	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1292	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1292	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1292	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1292	8	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
1292	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1292	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1292	13	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1292	18	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1293	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1293	6	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1293	7	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1293	8	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1293	10	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1297	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1297	2	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1297	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1297	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1297	7	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1297	9	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1299	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1299	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1299	6	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1299	7	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1299	8	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1300	0	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
1300	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1300	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1300	5	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1300	8	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1300	9	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1300	11	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1301	0	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1301	2	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1301	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1301	4	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1301	5	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1301	7	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1301	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1301	13	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1301	14	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1304	0	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
1304	1	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1304	2	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1304	3	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1304	4	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1304	6	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1308	7	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1308	11	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	12	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	13	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	17	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	18	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1308	19	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
1308	20	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1308	25	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1308	28	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	29	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	30	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	32	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	33	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	38	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1308	41	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1308	42	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	48	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1308	49	Emotions and Facial Expressions	Speakers' Actions	Interaction with Others
1308	51	Interaction with Others	Emotions and Facial Expressions	Speakers' Actions
1308	53	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	54	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
1308	58	Speakers' Actions	Interaction with Others	Emotions and Facial Expressions
1308	59	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	64	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
1308	65	Interaction with Others	Speakers' Actions	Emotions and Facial Expressions
1308	69	Emotions and Facial Expressions	Interaction with Others	Speakers' Actions
